sample_index,timestamp,green,green_status,red,red_status,infrared,infrared_status
444,1785929343217,-480142,0,5776044,0,7367926,0
445,1785929343227,-485397,0,5774837,0,7366195,0
446,1785929343237,-489869,0,5774715,0,7365085,0
447,1785929343247,-493648,0,5775150,0,7365015,0
448,1785929343262,-496443,0,5776311,0,7366089,0
449,1785929343267,-498891,0,5777371,0,7367334,0
450,1785929343277,-501099,0,5777263,0,7367608,0
451,1785929343287,-503556,0,5775482,0,7365768,0
452,1785929343299,-506287,0,5773500,0,7363001,0
453,1785929343307,-508617,0,5773103,0,7361487,0
454,1785929343319,-510728,0,5773901,0,7361882,0
455,1785929343327,-512384,0,5775481,0,7363307,0
456,1785929343337,-513967,0,5776566,0,7364359,0
457,1785929343347,-515460,0,5777373,0,7364959,0
458,1785929343358,-517087,0,5777202,0,7364696,0
459,1785929343367,-518647,0,5776597,0,7363933,0
460,1785929343378,-519975,0,5776342,0,7363109,0
461,1785929343387,-521114,0,5775707,0,7362539,0
462,1785929343398,-521933,0,5775963,0,7361910,0
463,1785929343407,-522681,0,5776679,0,7362371,0
464,1785929343418,-523211,0,5777707,0,7362936,0
465,1785929343427,-523566,0,5779003,0,7363757,0
466,1785929343438,-523834,0,5780169,0,7364896,0
467,1785929343447,-524383,0,5780738,0,7365436,0
468,1785929343459,-525033,0,5780635,0,7365197,0
469,1785929343467,-526113,0,5780386,0,7364418,0
470,1785929343480,-526858,0,5780362,0,7363981,0
471,1785929343487,-527657,0,5780817,0,7364024,0
472,1785929343498,-528228,0,5781353,0,7364352,0
473,1785929343507,-528999,0,5781782,0,7364415,0
474,1785929343518,-529587,0,5782112,0,7364691,0
475,1785929343528,-530287,0,5782124,0,7364518,0
476,1785929343538,-530905,0,5782106,0,7364347,0
477,1785929343548,-531321,0,5781126,0,7363857,0
478,1785929343558,-532213,0,5779455,0,7361808,0
479,1785929343568,-532935,0,5778689,0,7360148,0
480,1785929343578,-533160,0,5779151,0,7360239,0
481,1785929343587,-533061,0,5779739,0,7360749,0
482,1785929343598,-532814,0,5780282,0,7361241,0
483,1785929343608,-532541,0,5780707,0,7361862,0
484,1785929343618,-532240,0,5779874,0,7361718,0
485,1785929343628,-532632,0,5778321,0,7360362,0
486,1785929343640,-532593,0,5776918,0,7359111,0
487,1785929343648,-532946,0,5774978,0,7357787,0
488,1785929343658,-533374,0,5772758,0,7355753,0
489,1785929343668,-533711,0,5770215,0,7353859,0
490,1785929343678,-534080,0,5767025,0,7350740,0
491,1785929343688,-534648,0,5764411,0,7347735,0
492,1785929343701,-535007,0,5762414,0,7345534,0
493,1785929343708,-534981,0,5760964,0,7344078,0
494,1785929343718,-534922,0,5759821,0,7342888,0
495,1785929343728,-534910,0,5758878,0,7341871,0
496,1785929343738,-534734,0,5758014,0,7341108,0
497,1785929343748,-534285,0,5757541,0,7340307,0
498,1785929343759,-533823,0,5757882,0,7340121,0
499,1785929343768,-533174,0,5759092,0,7340957,0
500,1785929343779,-531955,0,5760915,0,7342787,0
501,1785929343789,-530906,0,5762127,0,7344485,0
502,1785929343801,-530074,0,5763015,0,7345346,0
503,1785929343808,-529337,0,5763177,0,7345610,0
504,1785929343819,-528743,0,5763527,0,7345629,0
505,1785929343828,-527916,0,5764579,0,7346523,0
506,1785929343838,-526934,0,5765996,0,7348016,0
507,1785929343848,-525850,0,5767055,0,7349205,0
508,1785929343859,-524820,0,5767858,0,7350170,0
509,1785929343868,-523817,0,5768578,0,7351032,0
510,1785929343879,-523007,0,5768864,0,7351223,0
511,1785929343888,-521915,0,5769046,0,7351199,0
512,1785929343899,-521043,0,5769425,0,7351439,0
513,1785929343908,-520117,0,5770157,0,7352021,0
514,1785929343919,-518869,0,5771535,0,7353047,0
515,1785929343929,-517557,0,5772898,0,7354968,0
516,1785929343939,-516453,0,5773199,0,7355567,0
517,1785929343949,-515519,0,5773106,0,7355326,0
518,1785929343961,-514661,0,5773254,0,7355428,0
519,1785929343968,-513783,0,5773902,0,7355944,0
520,1785929343979,-512621,0,5774554,0,7356707,0
521,1785929343989,-511548,0,5775350,0,7357380,0
522,1785929344000,-510494,0,5775756,0,7358044,0
523,1785929344009,-509566,0,5776066,0,7358226,0
524,1785929344019,-508759,0,5775766,0,7358141,0
525,1785929344029,-507971,0,5775356,0,7357646,0
526,1785929344039,-507115,0,5775541,0,7357711,0
527,1785929344048,-505956,0,5776028,0,7358424,0
528,1785929344059,-504729,0,5776271,0,7358817,0
529,1785929344068,-503770,0,5776469,0,7358687,0
530,1785929344079,-502955,0,5776815,0,7358948,0
531,1785929344089,-502789,0,5777511,0,7359520,0
532,1785929344100,-503413,0,5778202,0,7359821,0
533,1785929344110,-505588,0,5778454,0,7359870,0
534,1785929344121,-509170,0,5777969,0,7359210,0
